,town_geocode
8588,"('1.29386098878546', '103.811583887322')"
8589,"('1.39005269523174', '103.875940509386')"
8590,"('1.38552172050188', '103.899866305926')"
8591,"('1.38452262212891', '103.899761738235')"
8592,"('1.38480080631986', '103.900105508026')"
8593,"('1.35000529667902', '103.953938205937')"
8594,"('1.42349006597765', '103.845333238298')"
8595,"('1.42248271677898', '103.844903042843')"
8596,"('1.28231370027498', '103.829311503614')"
8597,"('1.31678922529744', '103.861781918434')"
8598,"('1.31605118149851', '103.861218698544')"
8599,"('1.38993920373878', '103.876479595851')"
8600,"('1.36583937026389', '103.844630828457')"
8601,"('1.38804394182061', '103.771067583616')"
8602,"('1.38227273503528', '103.880129232731')"
8603,"('1.40214702207143', '103.907831931777')"
8604,"('1.40366537588463', '103.907532294779')"
8605,"('1.40290323653965', '103.910057537905')"
8606,"('1.40382435066928', '103.908909336084')"
8607,"('1.30837126346035', '103.785133508433')"
8608,"('1.39121766005235', '103.873553181742')"
8609,"('1.39118380458731', '103.873946079101')"
8610,"('1.38424155856171', '103.899542187144')"
8611,"('1.38465568677053', '103.899257415602')"
8612,"('1.28152280420004', '103.830035757166')"
8613,"('1.38817649588077', '103.770691341962')"
8614,"('1.3819169455989', '103.87980371499')"
8615,"('1.34416527251747', '103.738263367232')"
8616,"('1.32277239024452', '103.739714299254')"
8617,"('1.40430971677833', '103.907412637205')"
8618,"('1.40416431665459', '103.909117742952')"
8619,"('1.40535191898422', '103.906250675312')"
8620,"('1.39054817088696', '103.876908514512')"
8621,"('1.39016261835765', '103.877056202025')"
8622,"('1.38978938889476', '103.876096713603')"
8623,"('1.34313573705442', '103.959642800881')"
8624,"('1.34247709890668', '103.958539053563')"
8625,"('1.3430003993356', '103.959413407916')"
8626,"('1.34285868951136', '103.958258733447')"
8627,"('1.42167934851855', '103.846089210389')"
8628,"('1.42208264283536', '103.84541571786')"
8629,"('1.42205375166534', '103.844675188975')"
8630,"('1.28951776036854', '103.828467082634')"
8631,"('1.38754537018879', '103.770442353455')"
8632,"('1.38729105122449', '103.770822142944')"
8633,"('1.40427710253969', '103.90827778637')"
8634,"('1.40472652611435', '103.907623552659')"
8635,"('1.40398321711595', '103.908663894394')"
8636,"('1.40355883669341', '103.910153513143')"
8637,"('1.40358421163654', '103.909264059421')"
8638,"('1.38553943564032', '103.900780778782')"
8639,"('1.38599316874489', '103.901020686547')"
8640,"('1.38581624385594', '103.900206949645')"
8641,"('1.39224716162446', '103.874095130429')"
8642,"('1.39222013843694', '103.874409781406')"
8643,"('1.34261198398468', '103.958768059936')"
8644,"('1.34273869646672', '103.958976326972')"
8645,"('1.34356565862111', '103.959402041657')"
8646,"('1.42381002085379', '103.844973012516')"
8647,"('1.42319178686724', '103.844627724673')"
8648,"('1.36556100435161', '103.845169497182')"
8649,"('1.30962652347548', '103.771123130536')"
8650,"('1.40374587144445', '103.909882888515')"
8651,"('1.40442051976244', '103.907861033253')"
8652,"('1.45420776620009', '103.82013524496')"
8653,"('1.38508719120599', '103.898737047703')"
8654,"('1.34287368716928', '103.959205140294')"
8655,"('1.42260229629233', '103.844247701105')"
8656,"('1.42204534847417', '103.84402117894')"
8657,"('1.31004548976462', '103.769123845594')"
8658,"('1.40507771619281', '103.90775993572')"
8659,"('1.40443273898382', '103.897932428343')"
8660,"('1.38514491225734', '103.899291177027')"
8661,"('1.38618514540465', '103.900551157406')"
8662,"('1.38639821816065', '103.899960023429')"
8663,"('1.30954013201631', '103.770500847759')"
8664,"('1.30909798702908', '103.768355913054')"
8665,"('1.31033592235344', '103.771355673383')"
8666,"('1.32378355041705', '103.7385183842')"
8667,"('1.40386056428575', '103.909541012348')"
8668,"('1.40493858379942', '103.908157161266')"
8669,"('1.40255090260619', '103.903557130195')"
8670,"('1.42303228780099', '103.845159830926')"
8671,"('1.36648736694818', '103.839808163287')"
8672,"('1.37197571261128', '103.853150894936')"
8673,"('1.37207688864036', '103.852786139342')"
8674,"('1.37183157010083', '103.853670978083')"
8675,"('1.35636621091925', '103.843933964667')"
8676,"('1.29013858517146', '103.828453293371')"
8677,"('1.39438896172643', '103.914752389752')"
8678,"('1.4045590871809', '103.897504894239')"
8679,"('1.40397950121026', '103.899454945441')"
8680,"('1.4031490468413', '103.898975756502')"
8681,"('1.37175400663025', '103.8538833087')"
8682,"('1.35607299328811', '103.843470177697')"
8683,"('1.35673539047075', '103.843519752733')"
8684,"('1.40267527178479', '103.903297450012')"
8685,"('1.40429080195672', '103.898319290734')"
8686,"('1.40411150558105', '103.89739889357')"
8687,"('1.30838826045914', '103.785551268112')"
8688,"('1.31017571904177', '103.77000324485')"
8689,"('1.32285773181424', '103.73923873397')"
8690,"('1.40331378111347', '103.898358925104')"
8691,"('1.40273620716859', '103.902352112902')"
8692,"('1.40410802463256', '103.899031895755')"
8693,"('1.40237799447767', '103.903039523309')"
8694,"('1.40203905659013', '103.903532717829')"
8695,"('1.4043154522189', '103.898851831195')"
8696,"('1.41992025972747', '103.845223000987')"
8697,"('1.27349435644809', '103.807229362471')"
8698,"('1.37734684156778', '103.737912934165')"
8699,"('1.30945612208303', '103.769918822857')"
8700,"('1.40347414894291', '103.897938437602')"
8701,"('1.40365203255171', '103.898531601376')"
8702,"('1.40378241604129', '103.897300084671')"
8703,"('1.4013435609028', '103.90312699575')"
8704,"('1.40252318209096', '103.901295922358')"
8705,"('1.40228431161544', '103.902104278605')"
8706,"('1.40194562015473', '103.912456747947')"
8707,"('1.40146581977448', '103.9121219516')"
8708,"('1.39339897949587', '103.876290547918')"
8709,"('1.39437366578651', '103.876322418463')"
8710,"('1.27368173970143', '103.806579408022')"
8711,"('1.40157247042169', '103.902619076474')"
8712,"('1.4032584306282', '103.902008676006')"
8713,"('1.40344393233163', '103.898666456376')"
8714,"('1.40215672985744', '103.912147845948')"
8715,"('1.40230301367166', '103.901262391698')"
8716,"('1.39228448797032', '103.873579578496')"
8717,"('1.37711823495119', '103.737558566927')"
8718,"('1.40161428921505', '103.912807967947')"
8719,"('1.39460960429021', '103.876585517065')"
8720,"('1.39339364366596', '103.876644854346')"
8721,"('1.41998045171784', '103.844383980966')"
8722,"('1.42036919149233', '103.844403667721')"
8723,"('1.40239328837618', '103.910696806603')"
8724,"('1.40260524216302', '103.911426719175')"
8725,"('1.40168628797854', '103.911815829329')"
8726,"('1.40196010771339', '103.901778767439')"
8727,"('1.40303370918855', '103.901688542522')"
8728,"('1.40154924105211', '103.903519454156')"
8729,"('1.39213828470085', '103.872490555974')"
8730,"('1.39359978788204', '103.876912987517')"
8731,"('1.43160689427922', '103.789608911068')"
8732,"('1.44108596725738', '103.778120234676')"
8733,"('1.42040416166361', '103.845538830732')"
8734,"('1.41991034065013', '103.845554822212')"
8735,"('1.38558640738414', '103.758340839001')"
8736,"('1.38516970673292', '103.758529145929')"
8737,"('1.37652018482202', '103.738025725932')"
8738,"('1.37727907968964', '103.738418034791')"
8739,"('1.40184131856722', '103.911466174026')"
8740,"('1.40112635117272', '103.912462739151')"
8741,"('1.4028812272329', '103.911042035521')"
8742,"('1.44131726915198', '103.778405129794')"
8743,"('1.44108587711762', '103.777781234398')"
8744,"('1.42066731724757', '103.846207771514')"
8745,"('1.40311625745814', '103.902287366854')"
8746,"('1.33626408939965', '103.845626191384')"
8747,"('1.42103574926841', '103.846333547036')"
8748,"('1.27347684062073', '103.806810311765')"
8749,"('1.39963286520916', '103.911458504685')"
8750,"('1.39988482536912', '103.91189638413')"
8751,"('1.40211730418562', '103.911081490497')"
8752,"('1.40049144817147', '103.911982951019')"
8753,"('1.30153486975605', '103.79764036202')"
8754,"('1.30205878257013', '103.796581739102')"
8755,"('1.30112909158394', '103.797123032464')"
8756,"('1.3917668903484', '103.873322981775')"
8757,"('1.33627775831234', '103.844044881122')"
8758,"('1.33671098513786', '103.845472945511')"
8759,"('1.43147277406855', '103.78998191026')"
8760,"('1.38473473131824', '103.759217747785')"
8761,"('1.31022566649471', '103.770901847179')"
8762,"('1.39935935540286', '103.911836712507')"
8763,"('1.30190334034959', '103.797243238583')"
8764,"('1.39246632922429', '103.873207670352')"
8765,"('1.33626413671063', '103.844907413472')"
8766,"('1.33671109109394', '103.843878159336')"
8767,"('1.39322466506004', '103.914067696947')"
8768,"('1.39390315065765', '103.913776841169')"
8769,"('1.39374676775181', '103.914001603344')"
8770,"('1.40417054982357', '103.900581094235')"
8771,"('1.43058343799569', '103.790845778879')"
8772,"('1.43106395485681', '103.790454078756')"
8773,"('1.38461189714551', '103.759602675107')"
8774,"('1.31227843644678', '103.759978928244')"
8775,"('1.39992780139037', '103.911046885541')"
8776,"('1.40232925703382', '103.911811406545')"
8777,"('1.43017030750239', '103.791091612057')"
8778,"('1.40073958769672', '103.911717542004')"
8779,"('1.3936210916849', '103.91422364645')"
8780,"('1.40351432588188', '103.90089026171')"
8781,"('1.40329566781155', '103.900235418859')"
8782,"('1.40374540391316', '103.900318866448')"
8783,"('1.40394165900883', '103.901034337843')"
8784,"('1.43037573758391', '103.789927860576')"
8785,"('1.43013163139671', '103.790642444468')"
8786,"('1.34849083792572', '103.708097262621')"
8787,"('1.40034369782027', '103.91054120733')"
8788,"('1.39310784191806', '103.914546399185')"
8789,"('1.40086241223827', '103.911368717759')"
8790,"('1.40094119675936', '103.901144550587')"
8791,"('1.40314525876874', '103.900666001893')"
8792,"('1.40285706492636', '103.900067172851')"
8793,"('1.39333774612629', '103.914700909157')"
8794,"('1.3930827465106', '103.914282199575')"
8795,"('1.40028667892624', '103.901012370624')"
8796,"('1.43086687491645', '103.78955465026')"
8797,"('1.34865823382569', '103.731789499274')"
8798,"('1.34761769756975', '103.708643921054')"
8799,"('1.4006620149821', '103.910914385755')"
8800,"('1.40032558873828', '103.900735275237')"
8801,"('1.39446814841577', '103.873506723327')"
8802,"('1.35887020526725', '103.956331658876')"
8803,"('1.34783599908392', '103.709070823104')"
8804,"('1.40065367495307', '103.900348693368')"
8805,"('1.40273347530835', '103.90046347534')"
8806,"('1.34842916785754', '103.708720552283')"
8807,"('1.40136153880902', '103.901127199853')"
8808,"('1.40116989540271', '103.899920878173')"
8809,"('1.39356094752398', '103.914860704891')"
8810,"('1.40094652941198', '103.900708420292')"
8811,"('1.37988778365709', '103.878384864309')"
8812,"('1.3483083591294', '103.731919903016')"
8813,"('1.39930949012592', '103.900792344556')"
8814,"('1.40146324574732', '103.900761051711')"
8815,"('1.39025909742147', '103.909624930156')"
8816,"('1.39404770183665', '103.873345691812')"
8817,"('1.38904079413305', '103.91071884624')"
8818,"('1.39293649855269', '103.87299848136')"
8819,"('1.3948267807044', '103.878003319945')"
8820,"('1.35898074323', '103.955770191568')"
8821,"('1.43713355325158', '103.794671398859')"
8822,"('1.34879350516626', '103.70841773457')"
8823,"('1.3893584945611', '103.910398123408')"
8824,"('1.39458976282864', '103.878281439779')"
8825,"('1.39381453106764', '103.873364255801')"
8826,"('1.39388894272879', '103.877494624525')"
8827,"('1.37939224749513', '103.878283914186')"
8828,"('1.40093563151906', '103.899198538')"
8829,"('1.40175984290477', '103.899944356053')"
8830,"('1.40018624466167', '103.900097012053')"
8831,"('1.38994718706066', '103.909449885028')"
8832,"('1.39397232900968', '103.877135274753')"
8833,"('1.3889732362803', '103.909651594176')"
8834,"('1.43792555826836', '103.794619629415')"
8835,"('1.43719216541067', '103.793890876939')"
8836,"('1.37932814617762', '103.877789199364')"
8837,"('1.37946759731567', '103.877266477065')"
8838,"('1.38029686296144', '103.877266407149')"
8839,"('1.40076049275572', '103.899613559601')"
8840,"('1.39965440414761', '103.899915641085')"
8841,"('1.40071962129705', '103.898484713692')"
8842,"('1.39341981691827', '103.873319886194')"
8843,"('1.38949150176116', '103.90966042653')"
8844,"('1.43720254481335', '103.794350937623')"
8845,"('1.43781872979632', '103.794144768156')"
8846,"('1.286814173027', '103.82892831117')"
8847,"('1.37989436347789', '103.877406233754')"
8848,"('1.40006828077946', '103.900399322855')"
8849,"('1.39996056106688', '103.898983585947')"
8850,"('1.39973067460365', '103.900732056743')"
8851,"('1.40030900317851', '103.898075134619')"
8852,"('1.39387016239186', '103.878517201425')"
8853,"('1.39390769406304', '103.8782232872')"
8854,"('1.43825809969323', '103.794115487248')"
8855,"('1.2868271524179', '103.828659487514')"
8856,"('1.34959952841041', '103.888750009608')"
8857,"('1.40040423922635', '103.899484284229')"
8858,"('1.39973051378134', '103.900935406518')"
8859,"('1.4005984856905', '103.898920189353')"
8860,"('1.38854689304718', '103.910034044279')"
8861,"('1.39494947298112', '103.877566961287')"
8862,"('1.39475047645333', '103.877202311729')"
8863,"('1.43829151566128', '103.794612853493')"
8864,"('1.28635847107695', '103.82962615571')"
8865,"('1.39420126519282', '103.744465180235')"
8866,"('1.39441682553354', '103.745432631111')"
8867,"('1.34861794801802', '103.709737700176')"
8868,"('1.34909289443558', '103.709041526551')"
8869,"('1.45599869513743', '103.813971735671')"
8870,"('1.38873270132208', '103.910660470449')"
8871,"('1.42308082717826', '103.846419380158')"
8872,"('1.42793924371366', '103.842676976311')"
8873,"('1.38952670931463', '103.771409031633')"
8874,"('1.39371762095466', '103.745303811777')"
8875,"('1.39441490205275', '103.745142689272')"
8876,"('1.34865680572114', '103.709097367424')"
8877,"('1.40566686857539', '103.898715616217')"
8878,"('1.45623509145475', '103.814292200264')"
8879,"('1.39434919388296', '103.874053796487')"
8880,"('1.42692662097559', '103.842896956705')"
8881,"('1.42271649180053', '103.846963657212')"
8882,"('1.43137338046797', '103.844331402418')"
8883,"('1.42312201562129', '103.84749822076')"
8884,"('1.43184054730221', '103.844133465')"
8885,"('1.38924060817621', '103.77162077126')"
8886,"('1.38917306201936', '103.771106197699')"
8887,"('1.38329360087486', '103.753025884378')"
8888,"('1.34832613059279', '103.709690144917')"
8889,"('1.40499728975087', '103.898518563343')"
8890,"('1.40519969260241', '103.898662558654')"
8891,"('1.45559843682203', '103.814045150572')"
8892,"('1.4227214845963', '103.846366899948')"
8893,"('1.42207815400064', '103.847233385196')"
8894,"('1.38868132378093', '103.771312569429')"
8895,"('1.40482604982361', '103.89830171747')"
8896,"('1.39359219975011', '103.873975642578')"
8897,"('1.39354732029357', '103.874486020747')"
8898,"('1.44746650320484', '103.802661294631')"
8899,"('1.42735307116966', '103.841219186625')"
8900,"('1.42749509336445', '103.842377140401')"
8901,"('1.42714143019714', '103.84223128885')"
8902,"('1.39395095192101', '103.744927626518')"
8903,"('1.40515419785373', '103.897805221585')"
8904,"('1.45035573249189', '103.826654919951')"
8905,"('1.39429893366267', '103.874547411666')"
8906,"('1.39491417297588', '103.88800013779')"
8907,"('1.448942460118', '103.801016266355')"
8908,"('1.44817394200904', '103.803035445933')"
8909,"('1.44746980055218', '103.803227069534')"
8910,"('1.42727813190218', '103.841979979174')"
8911,"('1.43286932101608', '103.842697590791')"
8912,"('1.38879453668982', '103.769891778175')"
8913,"('1.34278860969526', '103.714301445473')"
8914,"('1.40557473862472', '103.897925654424')"
8915,"('1.40493960067331', '103.89803677792')"
8916,"('1.45075627789135', '103.826236742405')"
8917,"('1.45066388771139', '103.827601887037')"
8918,"('1.45154716074707', '103.827907536375')"
8919,"('1.45093931289388', '103.828070545183')"
8920,"('1.44800009031143', '103.801700391926')"
8921,"('1.42282966353596', '103.849223389089')"
8922,"('1.43248777014111', '103.844367368405')"
8923,"('1.43129939349116', '103.84467527369')"
8924,"('1.38852628729508', '103.77035294286')"
8925,"('1.37814544014756', '103.901767342056')"
8926,"('1.34340319524201', '103.713686073692')"
8927,"('1.41023954723192', '103.902143588407')"
8928,"('1.45093939112951', '103.827087654463')"
8929,"('1.45008621870701', '103.827067209255')"
8930,"('1.3953117728698', '103.888014709966')"
8931,"('1.39525631314867', '103.888613356075')"
8932,"('1.39609319862488', '103.888720918656')"
8933,"('1.38475821943149', '103.891986745715')"
8934,"('1.38572826679961', '103.891859601685')"
8935,"('1.38528977819863', '103.891907359174')"
8936,"('1.3577691377884', '103.938391967692')"
8937,"('1.35800481305316', '103.939416135735')"
8938,"('1.44768422279415', '103.803460439858')"
8939,"('1.44867890682994', '103.80077081866')"
8940,"('1.44911111477951', '103.801346682135')"
8941,"('1.44811995933796', '103.801945845172')"
8942,"('1.42322643296322', '103.848049317931')"
8943,"('1.43195783277463', '103.845379076263')"
8944,"('1.42141170441529', '103.848563744666')"
8945,"('1.43193955083877', '103.844987122713')"
8946,"('1.43193085614681', '103.842565042895')"
8947,"('1.4325330290687', '103.845705616567')"
8948,"('1.43238385408312', '103.842384119393')"
8949,"('1.38890112645022', '103.7690032304')"
8950,"('1.38806381747058', '103.77000953634')"
8951,"('1.38899257137165', '103.769500699103')"
8952,"('1.38315989308266', '103.753400918803')"
8953,"('1.37905480016802', '103.901927831856')"
8954,"('1.37846690134357', '103.900804189301')"
8955,"('1.37801001262766', '103.901070789874')"
8956,"('1.4098518409694', '103.901995283996')"
8957,"('1.4513699701967', '103.828324578002')"
8958,"('1.44994314368403', '103.82672063438')"
8959,"('1.38609224063789', '103.891561108663')"
8960,"('1.39500219567352', '103.891960984474')"
8961,"('1.39564692396471', '103.888633285424')"
8962,"('1.39532164438575', '103.891136801306')"
8963,"('1.39510794708498', '103.891456224923')"
8964,"('1.39422494446126', '103.892243948665')"
8965,"('1.39457895953303', '103.891425367847')"
8966,"('1.38616165479022', '103.892278601256')"
8967,"('1.35501799093941', '103.93231742743')"
8968,"('1.35485562982979', '103.932709165692')"
8969,"('1.44777726469884', '103.801148446244')"
8970,"('1.42325871209596', '103.849154996435')"
8971,"('1.42252779234301', '103.847445232519')"
8972,"('1.42019719250114', '103.84650450091')"
8973,"('1.4203331802259', '103.847102448565')"
8974,"('1.43236735703997', '103.843300870773')"
8975,"('1.43338279018701', '103.843517908933')"
8976,"('1.43292306072856', '103.843472712009')"
8977,"('1.38843774527561', '103.769252590551')"
8978,"('1.34955516910381', '103.889276891994')"
8979,"('1.37893083811935', '103.900988286293')"
8980,"('1.33997597903355', '103.742159955768')"
8981,"('1.34290239942022', '103.713939473716')"
8982,"('1.3437815486012', '103.713531362621')"
8983,"('1.34360788485586', '103.713869400316')"
8984,"('1.41090728064356', '103.901186089898')"
8985,"('1.41081926900094', '103.900371677782')"
8986,"('1.40596071590593', '103.897970713861')"
8987,"('1.3942988861693', '103.875110781799')"
8988,"('1.39838638603313', '103.889425801052')"
8989,"('1.39571712840417', '103.888065431995')"
8990,"('1.39441572025048', '103.891773836701')"
8991,"('1.38616197671749', '103.892091814343')"
8992,"('1.38509615954884', '103.892548305538')"
8993,"('1.35544681770999', '103.932544278099')"
8994,"('1.35782276633146', '103.939084809112')"
8995,"('1.44805153860282', '103.802708834923')"
8996,"('1.42324554532359', '103.84854187629')"
8997,"('1.43335530681195', '103.842705084631')"
8998,"('1.42098709730833', '103.848612654306')"
8999,"('1.42171591948582', '103.849243699301')"
9000,"('1.4199690584837', '103.846969476811')"
9001,"('1.43262608290991', '103.846381694939')"
9002,"('1.4197951639605', '103.846174058788')"
9003,"('1.41949570230706', '103.845973427257')"
9004,"('1.33278786165574', '103.721640089539')"
9005,"('1.33193786368443', '103.721561508725')"
9006,"('1.36842293498041', '103.947593701801')"
9007,"('1.41062885103467', '103.901551852458')"
9008,"('1.39447883247668', '103.875558391505')"
9009,"('1.39557791060487', '103.889773699699')"
9010,"('1.38572932197005', '103.892595434586')"
9011,"('1.39613052938418', '103.888097116033')"
9012,"('1.39468433299355', '103.89086832093')"
9013,"('1.39846172684413', '103.889969214694')"
9014,"('1.35585780112316', '103.933334387633')"
9015,"('1.35986668073238', '103.938372890966')"
9016,"('1.35988670789408', '103.938870018657')"
9017,"('1.43024596089696', '103.844838329615')"
9018,"('1.41909993352842', '103.846461812401')"
9019,"('1.43241464963844', '103.846517127438')"
9020,"('1.3441061022632', '103.713719208827')"
9021,"('1.33283359282698', '103.721043381424')"
9022,"('1.36754162355292', '103.947105433712')"
9023,"('1.3699604913861', '103.947452111279')"
9024,"('1.37127969347365', '103.94771493702')"
9025,"('1.41135309598215', '103.900614672147')"
9026,"('1.40597704114999', '103.898544055197')"
9027,"('1.39341707295426', '103.875340178233')"
9028,"('1.38577466101388', '103.893065739187')"
9029,"('1.39318853941818', '103.878692030242')"
9030,"('1.39619302195076', '103.88972181068')"
9031,"('1.39353259342993', '103.875029902679')"
9032,"('1.38541559450444', '103.892986078183')"
9033,"('1.35621338867608', '103.939960455271')"
9034,"('1.43378048287839', '103.843105705893')"
9035,"('1.41960834068659', '103.847325092968')"
9036,"('1.43450592896688', '103.843292004282')"
9037,"('1.43367833611169', '103.843871260947')"
9038,"('1.43407449681869', '103.843573649647')"
9039,"('1.38853827277489', '103.768773256544')"
9040,"('1.38761161193831', '103.771717424957')"
9041,"('1.36899453114432', '103.947710069014')"
9042,"('1.40562302458525', '103.896470406908')"
9043,"('1.39254251803193', '103.878161021085')"
9044,"('1.39576281508857', '103.889466805657')"
9045,"('1.39329062882167', '103.878138964178')"
9046,"('1.39567244030632', '103.890125430899')"
9047,"('1.39857707216124', '103.888490151459')"
9048,"('1.35895813519086', '103.938911100785')"
9049,"('1.35701024664546', '103.939911246503')"
9050,"('1.35743365377488', '103.940051716546')"
9051,"('1.35937098724463', '103.938378633561')"
9052,"('1.35620782102782', '103.939593965028')"
9053,"('1.43208986051752', '103.846198333971')"
9054,"('1.42991891753486', '103.844367469818')"
9055,"('1.43290624174601', '103.844695383831')"
9056,"('1.43328052675083', '103.844436750229')"
9057,"('1.41930728950471', '103.847043629046')"
9058,"('1.3869743448416', '103.771280059955')"
9059,"('1.38660275237577', '103.757710467868')"
9060,"('1.38959118621', '103.76744702208')"
9061,"('1.32793696486555', '103.7241782483')"
9062,"('1.37062340418468', '103.948163757719')"
9063,"('1.36919989142635', '103.947298306263')"
9064,"('1.36866830502329', '103.947274003279')"
9065,"('1.36789275657772', '103.947032722415')"
9066,"('1.35674170789189', '103.939692399456')"
9067,"('1.35935847028614', '103.938908760398')"
9068,"('1.43905659750822', '103.778349763028')"
9069,"('1.41776314973521', '103.844367647831')"
9070,"('1.43284184188975', '103.844333075878')"
9071,"('1.43188998756065', '103.845790190244')"
9072,"('1.28633684743341', '103.829204757258')"
9073,"('1.38942073606675', '103.768573656612')"
9074,"('1.38725146572543', '103.772083507035')"
9075,"('1.38973728584298', '103.767840228613')"
9076,"('1.38579809218637', '103.757614659363')"
9077,"('1.38656225824527', '103.757208072494')"
9078,"('1.38969403291015', '103.768385840702')"
9079,"('1.37732845210704', '103.904212191193')"
9080,"('1.37021066906466', '103.947986536645')"
9081,"('1.3695904828869', '103.947455951519')"
9082,"('1.36829430551953', '103.947266008776')"
9083,"('1.37093178459665', '103.947562573809')"
9084,"('1.40387830838582', '103.895238808655')"
9085,"('1.39742222673837', '103.889703923973')"
9086,"('1.39655770884234', '103.890240536174')"
9087,"('1.39594975733852', '103.890467920512')"
9088,"('1.39835828293606', '103.889074371303')"
9089,"('1.39753870318824', '103.889080056801')"
9090,"('1.39844903339851', '103.888155361419')"
9091,"('1.39776902487201', '103.888235889907')"
9092,"('1.34731357875035', '103.933767368291')"
9093,"('1.34672448664678', '103.933876119392')"
9094,"('1.35835090076118', '103.938908850193')"
9095,"('1.35727594461393', '103.940381600354')"
9096,"('1.42209731725453', '103.849560369299')"
9097,"('1.43416878511817', '103.842950441024')"
9098,"('1.41923754461468', '103.844227928881')"
9099,"('1.3366395590937', '103.921284387946')"
9100,"('1.33641902814806', '103.920993282716')"
9101,"('1.33616175628116', '103.921492598319')"
9102,"('1.33666009454076', '103.921624733709')"
9103,"('1.38911206246444', '103.767301515652')"
9104,"('1.38450243119902', '103.771537431563')"
9105,"('1.38762470759976', '103.758331445094')"
9106,"('1.3752181944865', '103.899995251993')"
9107,"('1.3757740461149', '103.899965684738')"
9108,"('1.32846031138004', '103.723287795397')"
9109,"('1.36937329925111', '103.947970231713')"
9110,"('1.37098530908868', '103.948216908449')"
9111,"('1.40592709928122', '103.897013157327')"
9112,"('1.40759031189113', '103.910923572748')"
9113,"('1.40382339950391', '103.895547769394')"
9114,"('1.40451590916739', '103.895664857315')"
9115,"('1.40260030998864', '103.913971396177')"
9116,"('1.40479713792879', '103.896616087907')"
9117,"('1.39754408575022', '103.88932509626')"
9118,"('1.39774373171815', '103.88858318745')"
9119,"('1.39662723563942', '103.889865427006')"
9120,"('1.34690555756363', '103.933409216927')"
9121,"('1.43059711114855', '103.84446482342')"
9122,"('1.41833362541375', '103.843721655882')"
9123,"('1.41924161070524', '103.844941652639')"
9124,"('1.41883284175427', '103.844225827265')"
9125,"('1.37769118043958', '103.84274515222')"
9126,"('1.38611988630201', '103.758328624429')"
9127,"('1.37705950007098', '103.738981398036')"
9128,"('1.37676038157719', '103.904050364711')"
9129,"('1.37830875820742', '103.903841957906')"
9130,"('1.37518254401411', '103.900405982824')"
9131,"('1.32843797727643', '103.723795893377')"
9132,"('1.32841510984309', '103.724304147765')"
9133,"('1.37054529360258', '103.947594575271')"
9134,"('1.40722159434779', '103.910591907295')"
9135,"('1.40601534722271', '103.896508270967')"
9136,"('1.40179672508929', '103.915278092564')"
9137,"('1.39048519034443', '103.880509545623')"
9138,"('1.38958310807082', '103.87947708432')"
9139,"('1.36421531545345', '103.953511202271')"
9140,"('1.43904320861563', '103.778109726656')"
9141,"('1.41884459566005', '103.84482453185')"
9142,"('1.33629391354583', '103.921242294579')"
9143,"('1.33679206446803', '103.921982613627')"
9144,"('1.31944669077178', '103.765649446368')"
9145,"('1.32010579446331', '103.765573473984')"
9146,"('1.31911656776897', '103.765492195959')"
9147,"('1.37629840280721', '103.900220786851')"
9148,"('1.37881205219672', '103.904229621366')"
9149,"('1.36968625501963', '103.947922425135')"
9150,"('1.40743702403924', '103.911196464451')"
9151,"('1.40697762946912', '103.911041462626')"
9152,"('1.40641415134174', '103.912620387754')"
9153,"('1.40153631153053', '103.915077974858')"
9154,"('1.40368230786817', '103.896461412296')"
9155,"('1.40524575016039', '103.896410927147')"
9156,"('1.40488489257322', '103.896351333072')"
9157,"('1.39001961783905', '103.879574314696')"
9158,"('1.38979947929697', '103.88064410102')"
9159,"('1.38884403585275', '103.880083476817')"
9160,"('1.38691566473158', '103.758538070592')"
9161,"('1.38903884910542', '103.768351041202')"
9162,"('1.38743454593269', '103.759118571415')"
9163,"('1.37635512444695', '103.738360161731')"
9164,"('1.37794957092138', '103.904346035596')"
9165,"('1.37932250991171', '103.904191032446')"
9166,"('1.40665275009356', '103.912312507427')"
9167,"('1.40211070319784', '103.914916619924')"
9168,"('1.40667672210889', '103.911613297113')"
9169,"('1.4022827275187', '103.913637732874')"
9170,"('1.40379930905886', '103.895988121768')"
9171,"('1.29512086158743', '103.81115001607')"
9172,"('1.29546316937491', '103.811785236884')"
9173,"('1.3890450841015', '103.879415312113')"
9174,"('1.3906119627657', '103.879963560438')"
9175,"('1.38931984965925', '103.88050116533')"
9176,"('1.39631551842338', '103.881167324822')"
9177,"('1.39585256390138', '103.877684905205')"
9178,"('1.36380015761494', '103.953438683803')"
9179,"('1.41796651351006', '103.843458679904')"
9180,"('1.41773318073336', '103.84382441362')"
9181,"('1.32750585189984', '103.923264046182')"
9182,"('1.37605683547385', '103.739806181184')"
9183,"('1.37560094818422', '103.740360009689')"
9184,"('1.37651280702577', '103.739137682367')"
9185,"('1.40149164608042', '103.914459128885')"
9186,"('1.40780265306018', '103.899609389645')"
9187,"('1.40800694944027', '103.899074357998')"
9188,"('1.40605924173081', '103.912020670376')"
9189,"('1.40414193190214', '103.896363634267')"
9190,"('1.39745479369412', '103.878010391039')"
9191,"('1.37562311961725', '103.741340715793')"
9192,"('1.3758879374176', '103.740225214266')"
9193,"('1.37602869228672', '103.741368197927')"
9194,"('1.40776143065745', '103.900998963843')"
9195,"('1.29564903068441', '103.810230517871')"
